Protein Construct,Date,Stock Concentration mg/mL,pH,A400,A280_1hr,A280_48-72hr,Stock ID,vWA ID
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,7.5,-0.04,1.067,1.046,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,8,-0.08,1.033,1.046,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,8,-0.15,1.039,1.046,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,8,-0.18,1.049,1.059,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,8,-0.13,1.019,1.037,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,8,0.01,1.032,1.04,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,8,0.08,1.052,1.047,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,8.5,-0.14,1.039,1.036,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,8.5,-0.22,1.051,1.048,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,8.5,-0.16,1.054,1.051,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,8.5,-0.17,1.05,1.05,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,8.5,-0.03,1.044,1.044,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,8.5,-0.12,1.062,1.055,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,9,0.02,1.064,1.067,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,9,-0.06,1.064,1.067,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,9,-0.07,1.068,1.06,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,9,-0.12,1.06,1.054,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,9,-0.08,1.063,1.059,S1,
2Trig-1TEL-GG-TNK1.UBA,12/21/2024,5.206,9,0.06,1.082,1.07,S1,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,4,0.89,0.557,0.393,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,4,1.17,0.511,0.298,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,4,1.4,0.512,0.333,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,4,1.2,0.571,0.329,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,4,1.25,0.552,0.412,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,4,1.41,0.554,0.416,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,4.5,0.24,0.805,0.527,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,4.5,0.18,0.765,0.527,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,4.5,0.28,0.758,0.525,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,4.5,0.48,0.804,0.547,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,4.5,0.36,0.768,0.539,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,4.5,0.69,0.738,0.539,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,5,0,0.986,0.981,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,5,0.12,0.978,0.963,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,5,0.16,1.003,0.964,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,5,0.04,0.986,0.985,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,5,0.16,0.961,0.975,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,5,0.34,0.96,0.958,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,5.5,0,1.103,1.102,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,5.5,0.02,1.107,1.084,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,5.5,0.05,1.113,1.102,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,5.5,0,1.081,1.114,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,5.5,0.01,1.103,1.106,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,5.5,0.01,1.114,1.091,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,6,-0.05,0.992,1,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,6,0.2,0.97,0.99,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,6,0.15,0.974,0.969,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,6,0.02,0.996,0.99,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,6,0,0.978,0.978,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,6,0.03,0.995,0.996,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,6.5,0.83,0.467,0.362,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,6.5,0.97,0.461,0.339,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,6.5,1.06,0.416,0.332,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,6.5,1.19,0.467,0.352,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,6.5,1.2,0.437,0.35,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,6.5,1.29,0.424,0.34,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,7,0.01,0.976,0.922,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,7,0.04,0.954,0.925,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,7,0.05,0.937,0.917,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,7,0.02,0.957,0.937,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,7,0.01,0.942,0.921,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,7,0,0.95,0.934,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,7.5,-0.72,0.924,0.949,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,7.5,0.11,0.924,0.926,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,7.5,0.04,0.917,0.898,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,7.5,0.02,0.925,0.947,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,7.5,0.04,0.919,0.935,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,7.5,0.05,0.937,0.918,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,8,0,0.961,0.965,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,8,0.06,0.969,0.969,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,8,0.06,0.963,0.936,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,8,0.33,0.959,0.961,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,8,0.01,0.964,0.952,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,8,0.03,0.958,0.949,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,8.5,0.08,0.952,0.945,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,8.5,0.02,0.961,0.929,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,8.5,-0.02,0.954,0.93,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,8.5,0.02,0.97,0.975,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,8.5,-0.01,0.977,0.949,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,8.5,0.03,0.989,0.933,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,9,0.03,0.959,0.985,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,9,0.02,0.958,0.974,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,9,-0.01,0.966,0.969,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,9,0.03,0.962,0.986,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,9,-0.02,0.963,0.984,S2,
2Trig-10xHis-1TEL-SR-TNK1.UBA,4/29/2025,5.09,9,-0.01,0.963,0.979,S2,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,4,3.62,0.117,0.109,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,4,3.88,0.118,0.106,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,4,4.56,0.128,0.115,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,4,3.9,0.126,0.112,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,4,3.7,0.116,0.103,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,4,3.54,0.119,0.112,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,4.5,2.2,0.341,0.256,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,4.5,2.03,0.334,0.244,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,4.5,1.71,0.324,0.259,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,4.5,2.26,0.353,0.244,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,4.5,2.54,0.331,0.248,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,4.5,2.68,0.326,0.244,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,5,-0.03,0.984,0.937,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,5,0.04,0.98,0.96,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,5,0.01,0.985,0.972,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,5,-0.01,0.979,0.961,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,5,0.02,0.986,0.966,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,5,0.01,0.999,1.019,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,5.5,-0.01,0.949,0.889,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,5.5,0,0.947,0.78,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,5.5,0,0.947,0.649,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,5.5,-0.01,0.958,0.943,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,5.5,-0.01,0.948,0.918,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,5.5,0,0.975,0.986,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,6,-0.03,0.958,0.961,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,6,0.05,0.948,1.252,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,6,0.08,0.959,1.305,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,6,0.01,0.96,0.945,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,6,0.01,0.95,0.959,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,6,0.02,0.968,0.958,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,6.5,-0.01,0.475,0.554,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,6.5,0.03,0.422,0.568,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,6.5,0.07,0.556,0.594,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,6.5,0.01,0.565,0.545,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,6.5,0.02,0.592,0.546,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,6.5,0.03,0.622,0.542,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,7,-0.01,0.781,0.986,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,7,0.03,0.667,0.991,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,7,0.17,0.668,1.033,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,7,0.01,0.968,0.983,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,7,0,0.966,0.983,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,7,-0.03,1.005,1,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,7.5,0.02,1.018,1.012,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,7.5,-0.01,1.054,1.017,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,7.5,-0.01,1.051,1.042,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,7.5,0.02,1.008,1.023,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,7.5,-0.02,1.003,1.032,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,7.5,0.02,1.021,1.097,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,8,0.01,0.805,0.952,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,8,-0.04,0.806,0.947,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,8,-0.04,0.823,0.944,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,8,-0.02,0.814,0.947,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,8,-0.04,0.824,0.941,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,8,-0.03,0.838,0.937,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,8.5,0.06,0.921,0.938,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,8.5,0.01,0.928,0.934,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,8.5,0.01,0.969,0.943,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,8.5,0.01,0.927,0.928,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,8.5,0,0.933,0.926,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,8.5,0.02,0.946,0.918,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,9,0.07,0.996,1.028,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,9,0.02,0.997,1.022,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,9,0.02,1.012,1.007,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,9,0.02,1.02,1.018,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,9,0,1.015,1.016,S3,
1TEL-PA-TNK1.UBA,5/5/2025,4.965,9,0.03,1.029,1.016,S3,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,4,0.93,0.403,-0.038,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,4,0.32,0.404,-0.102,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,4,0.35,0.39,-0.123,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,4,1.09,0.411,-0.112,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,4,0.7,0.405,-0.124,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,4,0.98,0.384,-0.113,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,4.5,0.39,0.55,0.418,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,4.5,0.65,0.538,0.386,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,4.5,1,0.52,0.399,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,4.5,0.06,0.555,0.407,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,4.5,0.01,0.546,0.414,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,4.5,0.01,0.542,0.406,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,5,0.03,1.036,0.944,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,5,0.02,1.002,0.981,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,5,0.02,1.01,1.218,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,5,0.03,1.033,0.961,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,5,-0.02,1.016,0.978,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,5,-0.02,1.036,0.942,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,5.5,0.02,0.997,0.998,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,5.5,0,0.997,0.984,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,5.5,-0.01,0.988,0.988,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,5.5,0.04,0.995,0.997,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,5.5,0,0.983,0.996,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,5.5,0,0.977,1.021,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,6,0.04,0.998,0.984,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,6,0.01,0.987,0.984,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,6,0.03,1.019,0.998,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,6,0.02,1.004,0.989,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,6,-0.03,0.995,0.977,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,6,-0.02,1.013,1.001,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,6.5,0.19,0.967,0.954,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,6.5,0.1,0.925,0.944,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,6.5,0.24,0.903,0.934,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,6.5,0.12,0.968,0.957,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,6.5,0.14,0.944,0.919,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,6.5,0.2,0.961,0.92,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,7,0.04,0.907,0.883,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,7,0,0.884,0.876,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,7,0.17,0.893,0.876,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,7,-0.01,0.891,0.886,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,7,-0.01,0.893,0.874,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,7,0.03,0.889,0.873,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,7.5,0.04,0.182,0.135,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,7.5,0.02,0.169,0.141,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,7.5,0.02,0.178,0.147,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,7.5,0.01,0.183,0.16,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,7.5,-0.01,0.174,0.167,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,7.5,0,0.171,0.163,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,8,0.04,1.007,1.009,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,8,0.03,0.995,0.992,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,8,0.04,0.988,1.019,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,8,0.04,1.002,0.979,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,8,0.01,1,0.988,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,8,0.01,0.993,0.983,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,8.5,0.05,1,0.991,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,8.5,0,0.989,0.99,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,8.5,-0.01,0.978,0.992,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,8.5,0.02,1,1.005,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,8.5,0.01,0.994,0.995,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,8.5,0.01,0.991,1.004,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,9,0.05,0.976,0.992,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,9,0.01,0.973,0.98,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,9,0.01,0.974,0.974,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,9,-0.02,0.981,0.987,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,9,0,0.98,0.984,S4,
10xHis-1TEL-SR-TNK1.UBA,5/6/2025,4.99,9,0,0.979,0.975,S4,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,4,0.31,0.519,0.253,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,4,0.24,0.494,0.36,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,4,0.58,0.45,0.411,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,4,0.38,0.542,0.301,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,4,0.37,0.481,0.304,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,4,0.81,0.521,0.337,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,4.5,0.03,0.916,1.118,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,4.5,0,0.867,1.048,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,4.5,0.01,0.877,1.057,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,4.5,-0.03,0.918,1.394,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,4.5,-0.05,0.893,1.206,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,4.5,-0.01,0.883,1.063,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,5,0.06,0.918,1.023,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,5,0.05,0.889,0.964,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,5,0.08,0.901,0.935,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,5,0.07,0.909,0.85,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,5,-0.01,0.918,0.851,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,5,0.02,0.923,0.89,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,5.5,-0.02,0.89,0.906,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,5.5,0.01,0.89,0.829,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,5.5,0.04,0.907,0.804,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,5.5,0.01,0.883,0.91,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,5.5,0.03,0.9,0.896,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,5.5,0.09,0.93,0.911,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,6,-0.02,0.924,0.928,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,6,0.05,0.908,0.927,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,6,0.03,0.931,0.904,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,6,-0.02,0.871,0.913,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,6,0.02,0.906,0.904,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,6,0.08,0.941,0.826,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,6.5,-0.04,0.897,0.884,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,6.5,0,0.873,0.885,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,6.5,0.02,0.874,0.877,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,6.5,-0.02,0.877,0.921,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,6.5,-0.02,0.888,0.916,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,6.5,0.03,0.903,0.938,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,7,-0.01,0.901,0.941,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,7,0.03,0.966,0.967,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,7,0.07,0.874,0.993,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,7,0.03,0.887,1.213,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,7,0.06,0.902,1.059,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,7,0.12,0.927,1.034,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,7.5,0.01,0.844,0.857,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,7.5,0.04,0.875,0.844,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,7.5,0.03,0.869,0.865,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,7.5,0.01,0.829,0.905,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,7.5,0.1,0.835,0.928,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,7.5,0.11,0.86,0.951,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,8,-0.14,0.869,0.78,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,8,-0.09,0.858,0.764,S5,
